time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmean[unit="F"]
2023-05-18T00:00:00Z,31.9555,-109.0744,70.98843383789062
2023-05-19T00:00:00Z,31.9555,-109.0744,67.8834228515625
2023-05-20T00:00:00Z,31.9555,-109.0744,67.73043823242188
2023-05-21T00:00:00Z,31.9555,-109.0744,68.40544128417969
2023-05-22T00:00:00Z,31.9555,-109.0744,69.67446899414062
2023-05-23T00:00:00Z,31.9555,-109.0744,68.846435546875
2023-05-24T00:00:00Z,31.9555,-109.0744,65.23747253417969
2023-05-25T00:00:00Z,31.9555,-109.0744,65.74147033691406
2023-05-26T00:00:00Z,31.9555,-109.0744,70.61940002441406
2023-05-27T00:00:00Z,31.9555,-109.0744,74.25543975830078
2023-05-28T00:00:00Z,31.9555,-109.0744,76.66748809814453
2023-05-29T00:00:00Z,31.9555,-109.0744,77.21647644042969
2023-05-30T00:00:00Z,31.9555,-109.0744,80.07566833496094
2023-05-31T00:00:00Z,31.9555,-109.0744,74.52680206298828
2023-06-01T00:00:00Z,31.9555,-109.0744,71.88986206054688
2023-06-02T00:00:00Z,31.9555,-109.0744,74.01385498046875
2023-06-03T00:00:00Z,31.9555,-109.0744,76.18283081054688
2023-06-04T00:00:00Z,31.9555,-109.0744,74.90484619140625
2023-06-05T00:00:00Z,31.9555,-109.0744,76.21885681152344
2023-06-06T00:00:00Z,31.9555,-109.0744,78.70286560058594
2023-06-07T00:00:00Z,31.9555,-109.0744,77.41587829589844
2023-06-08T00:00:00Z,31.9555,-109.0744,75.58885192871094
2023-06-09T00:00:00Z,31.9555,-109.0744,77.00186157226562
2023-06-10T00:00:00Z,31.9555,-109.0744,79.33282470703125
2023-06-11T00:00:00Z,31.9555,-109.0744,77.21784973144531
2023-06-12T00:00:00Z,31.9555,-109.0744,76.27285766601562
2023-06-13T00:00:00Z,31.9555,-109.0744,79.19786071777344
2023-06-14T00:00:00Z,31.9555,-109.0744,80.71885681152344
2023-06-15T00:00:00Z,31.9555,-109.0744,80.79081726074219
2023-06-16T00:00:00Z,31.9555,-109.0744,82.51880645751953
2023-06-17T00:00:00Z,31.9555,-109.0744,84.53479766845703
2023-06-18T00:00:00Z,31.9555,-109.0744,83.7248306274414
2023-06-19T00:00:00Z,31.9555,-109.0744,84.1928482055664
2023-06-20T00:00:00Z,31.9555,-109.0744,82.45585632324219
2023-06-21T00:00:00Z,31.9555,-109.0744,82.80686950683594
2023-06-22T00:00:00Z,31.9555,-109.0744,83.63485717773438
2023-06-23T00:00:00Z,31.9555,-109.0744,83.77882385253906
2023-06-24T00:00:00Z,31.9555,-109.0744,79.0538330078125
2023-06-25T00:00:00Z,31.9555,-109.0744,79.13485717773438
2023-06-26T00:00:00Z,31.9555,-109.0744,77.00180053710938
2023-06-27T00:00:00Z,31.9555,-109.0744,78.69380187988281
2023-06-28T00:00:00Z,31.9555,-109.0744,81.6998291015625
2023-06-29T00:00:00Z,31.9555,-109.0744,81.35134887695312
