time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmin[unit="F"]
2023-05-26T00:00:00Z,31.9555,-109.0744,51.966819763183594
2023-05-27T00:00:00Z,31.9555,-109.0744,55.27880859375
2023-05-28T00:00:00Z,31.9555,-109.0744,58.122840881347656
2023-05-29T00:00:00Z,31.9555,-109.0744,57.96090316772461
2023-05-30T00:00:00Z,31.9555,-109.0744,61.15924072265625
2023-05-31T00:00:00Z,31.9555,-109.0744,56.82799530029297
2023-06-01T00:00:00Z,31.9555,-109.0744,53.35400390625
2023-06-02T00:00:00Z,31.9555,-109.0744,53.46200180053711
2023-06-03T00:00:00Z,31.9555,-109.0744,56.71999740600586
2023-06-04T00:00:00Z,31.9555,-109.0744,55.60400390625
2023-06-05T00:00:00Z,31.9555,-109.0744,56.612056732177734
2023-06-06T00:00:00Z,31.9555,-109.0744,60.320106506347656
2023-06-07T00:00:00Z,31.9555,-109.0744,59.72602081298828
2023-06-08T00:00:00Z,31.9555,-109.0744,56.792015075683594
2023-06-09T00:00:00Z,31.9555,-109.0744,56.91808319091797
2023-06-10T00:00:00Z,31.9555,-109.0744,59.600006103515625
2023-06-11T00:00:00Z,31.9555,-109.0744,58.61003112792969
2023-06-12T00:00:00Z,31.9555,-109.0744,56.90000915527344
2023-06-13T00:00:00Z,31.9555,-109.0744,60.950008392333984
2023-06-14T00:00:00Z,31.9555,-109.0744,61.472076416015625
2023-06-15T00:00:00Z,31.9555,-109.0744,61.43598937988281
2023-06-16T00:00:00Z,31.9555,-109.0744,63.092010498046875
2023-06-17T00:00:00Z,31.9555,-109.0744,64.60400390625
2023-06-18T00:00:00Z,31.9555,-109.0744,63.70400619506836
2023-06-19T00:00:00Z,31.9555,-109.0744,64.28001403808594
2023-06-20T00:00:00Z,31.9555,-109.0744,64.04600524902344
2023-06-21T00:00:00Z,31.9555,-109.0744,67.80799865722656
2023-06-22T00:00:00Z,31.9555,-109.0744,65.68406677246094
2023-06-23T00:00:00Z,31.9555,-109.0744,66.87202453613281
2023-06-24T00:00:00Z,31.9555,-109.0744,61.02202606201172
2023-06-25T00:00:00Z,31.9555,-109.0744,60.28407287597656
2023-06-26T00:00:00Z,31.9555,-109.0744,57.818023681640625
2023-06-27T00:00:00Z,31.9555,-109.0744,58.502037048339844
2023-06-28T00:00:00Z,31.9555,-109.0744,61.45400619506836
2023-06-29T00:00:00Z,31.9555,-109.0744,62.91705322265625
